path,label,warm_ratio,bright_ratio,edge_ratio,largest_blob_ratio,mean_saturation,mean_value,std_value,p90_value,p10_value,dark_ratio,high_saturation_ratio
data\datasets\bell_dataset\strike\frame_005520.jpg,1,0.7121354166666667,0.201787109375,0.00036783854166666665,0.7269986979166667,83.05430989583333,124.84350260416667,69.71354203783459,246.0,44.0,0.17882161458333334,0.16594075520833335
data\datasets\bell_dataset\strike\frame_005530.jpg,1,0.7432584635416667,0.34377604166666664,0.0,0.7801171875,80.9396875,142.84056315104166,65.91103274941396,233.0,53.0,0.11021484375,0.13901692708333332
data\datasets\bell_dataset\strike\frame_005620.jpg,1,0.41629231770833336,0.35553385416666666,0.0006380208333333333,0.4765771484375,40.98928059895833,199.03233723958334,54.36812410913849,252.0,112.0,0.0010416666666666667,0.0022884114583333333
data\datasets\bell_dataset\strike\frame_005630.jpg,1,0.39849934895833333,0.045953776041666665,0.000732421875,0.4466845703125,77.31867513020833,93.64767903645833,56.973768242280656,173.0,39.0,0.2979231770833333,0.078291015625
data\datasets\bell_dataset\strike\frame_005750.jpg,1,0.5478645833333333,0.23855794270833333,0.00326171875,0.475078125,90.78069010416667,121.95296223958333,59.079339318615396,206.0,53.0,0.10678385416666666,0.30791666666666667
data\datasets\bell_dataset\strike\frame_005800.jpg,1,0.36968424479166667,0.18402018229166667,0.0011067708333333333,0.34649739583333333,56.26244140625,165.423037109375,63.824877706216306,252.0,83.0,0.008655598958333333,0.033251953125
data\datasets\bell_dataset\strike\frame_005860.jpg,1,0.4266178385416667,0.14034830729166667,0.00515625,0.438857421875,75.59361328125,130.69689778645832,69.16635978793283,251.0,56.0,0.09943684895833334,0.17904296875
data\datasets\bell_dataset\strike\frame_005870.jpg,1,0.7210807291666667,0.28609375,0.000458984375,0.7389029947916667,78.81104817708334,135.29654296875,68.14054981958688,246.0,48.0,0.1340234375,0.0980078125
data\datasets\bell_dataset\strike\frame_005990.jpg,1,0.331591796875,0.21386393229166667,0.0020930989583333335,0.386162109375,70.46443684895833,150.09791341145834,69.49183105146771,251.0,58.0,0.08537760416666666,0.14014322916666666
data\datasets\bell_dataset\strike\frame_006000.jpg,1,0.7374576822916666,0.24599609375,0.0001171875,0.8046419270833334,60.834580078125,134.26306966145833,62.24180655962956,222.0,51.0,0.12712565104166668,0.007584635416666667
data\datasets\bell_dataset\strike\frame_006010.jpg,1,0.527646484375,0.15768880208333333,0.0006510416666666666,0.55109375,75.83044270833334,108.27458658854167,70.09228010601882,224.0,36.0,0.3125944010416667,0.021165364583333332
data\datasets\bell_dataset\strike\frame_006020.jpg,1,0.19178385416666666,0.0874609375,0.0002799479166666667,0.196630859375,85.22366536458334,104.80564778645834,75.07126937571147,248.0,35.0,0.3844986979166667,0.05646484375
data\datasets\bell_dataset\strike\frame_006030.jpg,1,0.11166015625,0.043893229166666665,0.0020963541666666665,0.12068033854166667,78.53673502604167,114.47311848958333,71.86357617576385,251.0,46.0,0.2455078125,0.05043619791666667
data\datasets\bell_dataset\strike\frame_006090.jpg,1,0.509990234375,0.17801432291666666,0.005608723958333333,0.5214827473958333,82.94861979166667,138.45980143229167,68.76190800252762,250.0,58.0,0.08185872395833334,0.27055013020833335
data\datasets\bell_dataset\strike\frame_006100.jpg,1,0.6142513020833333,0.2525227864583333,0.001259765625,0.6288997395833333,91.87477213541666,134.40359375,67.45454827837132,243.0,49.0,0.13480794270833332,0.29751953125
data\datasets\bell_dataset\no_strike\frame_000000 - Copy.jpg,0,0.17141276041666667,0.006712239583333333,0.004713541666666667,0.17303385416666667,61.04966796875,129.26052083333335,62.20975957345492,251.0,63.0,0.062744140625,0.09433919270833334
data\datasets\bell_dataset\no_strike\frame_000010 - Copy.jpg,0,0.14746744791666666,0.003544921875,0.0029817708333333332,0.13540690104166667,63.732197265625,119.38779296875,64.2593191052769,251.0,56.0,0.09971028645833334,0.12209635416666667
data\datasets\bell_dataset\no_strike\frame_000020 - Copy.jpg,0,0.15465169270833334,0.00349609375,0.004814453125,0.09679361979166666,61.201158854166664,118.25563151041666,64.47919215949669,251.0,54.0,0.10948893229166666,0.11136067708333333
data\datasets\bell_dataset\no_strike\frame_000030 - Copy.jpg,0,0.2196484375,0.03467122395833333,0.004641927083333333,0.2176513671875,60.44947916666667,119.27139322916666,65.70801389866253,251.0,51.0,0.13109700520833334,0.09776692708333333
data\datasets\bell_dataset\no_strike\frame_000060 - Copy.jpg,0,0.16049479166666666,0.05393229166666667,0.0006217447916666667,0.168076171875,82.189189453125,92.14031575520833,72.60968150734594,248.0,33.0,0.45331705729166666,0.24024739583333332
data\datasets\bell_dataset\no_strike\frame_000070 - Copy.jpg,0,0.05774739583333333,0.017646484375,0.0017415364583333334,0.056240234375,71.67586588541667,123.18311848958334,53.173408056937696,194.0,65.0,0.050628255208333334,0.05039388020833333
data\datasets\bell_dataset\no_strike\frame_000080 - Copy.jpg,0,0.15212565104166667,0.022464192708333334,0.0018391927083333333,0.15370442708333334,80.609306640625,138.813515625,61.94777908006776,249.0,66.0,0.05081380208333333,0.16858072916666667
data\datasets\bell_dataset\no_strike\frame_000090 - Copy.jpg,0,0.16577473958333333,0.014378255208333333,0.003860677083333333,0.1274755859375,77.23469401041666,132.16530598958335,62.32147976898875,250.0,60.0,0.07529296875,0.204609375
data\datasets\bell_dataset\no_strike\frame_000100 - Copy.jpg,0,0.3635026041666667,0.0009895833333333334,0.00119140625,0.2866341145833333,98.59652669270834,95.88451822916667,37.937577874744086,149.0,51.0,0.12688151041666668,0.3617805989583333
data\datasets\bell_dataset\no_strike\frame_000120 - Copy.jpg,0,0.026761067708333332,0.007447916666666667,0.00035807291666666664,0.020857747395833334,68.34811197916666,92.75438151041666,61.13019504120959,193.0,37.0,0.342802734375,0.07787434895833334
data\datasets\bell_dataset\no_strike\frame_000130 - Copy.jpg,0,0.014723307291666666,0.00037434895833333336,0.0007063802083333334,0.006461588541666666,57.738486328125,127.69387044270833,61.32526417579145,251.0,60.0,0.07332356770833333,0.036848958333333334
data\datasets\bell_dataset\no_strike\frame_000140 - Copy.jpg,0,0.07337890625,0.001630859375,0.0019889322916666666,0.041142578125,60.51301432291667,124.76505533854167,60.20913827323068,238.0,60.0,0.075859375,0.05872721354166666
data\datasets\bell_dataset\no_strike\frame_000150 - Copy.jpg,0,0.12002278645833334,0.001044921875,0.0018229166666666667,0.0597998046875,58.679560546875,122.60641276041666,63.17477939688633,251.0,57.0,0.09300130208333333,0.07850911458333333
data\datasets\bell_dataset\no_strike\frame_000160 - Copy.jpg,0,0.14540690104166668,0.00146484375,0.002861328125,0.1332421875,58.84413736979167,120.47180989583333,62.810987644358,250.0,54.0,0.106494140625,0.08866861979166667
data\datasets\bell_dataset\no_strike\frame_000170 - Copy.jpg,0,0.19497721354166667,0.0153125,0.0025325520833333333,0.17669270833333334,61.13333658854167,118.19694010416667,62.764214108584895,235.0,51.0,0.1279296875,0.11193684895833333
data\datasets\bell_dataset\no_strike\frame_000220 - Copy.jpg,0,0.253271484375,0.061552734375,0.0,0.23688151041666666,95.54116536458334,80.12240234375,61.11585292380157,188.0,24.0,0.46380859375,0.290234375
data\datasets\bell_dataset\no_strike\frame_000230 - Copy.jpg,0,0.22934895833333332,0.0003971354166666667,0.0004654947916666667,0.24302571614583332,89.06735677083333,109.89145833333333,48.44190580724345,169.0,58.0,0.08818684895833333,0.19397786458333333
data\datasets\bell_dataset\no_strike\frame_000240 - Copy.jpg,0,0.051487630208333336,0.023580729166666668,0.0016471354166666668,0.043447265625,65.82498046875,142.65312174479166,58.10791223136073,248.0,77.0,0.030240885416666665,0.0344140625
data\datasets\bell_dataset\no_strike\frame_000250 - Copy.jpg,0,0.117783203125,0.015634765625,0.0013248697916666667,0.12062825520833333,75.67023763020833,137.97000651041665,65.75475574035627,251.0,64.0,0.060882161458333334,0.12907877604166668
data\datasets\bell_dataset\no_strike\frame_000260 - Copy.jpg,0,0.15810546875,0.010638020833333333,0.003841145833333333,0.14628092447916666,81.50201822916667,130.22264322916666,64.00342164350153,251.0,57.0,0.088642578125,0.203212890625
data\datasets\bell_dataset\no_strike\frame_000270 - Copy.jpg,0,0.09542643229166667,0.009475911458333333,0.0019140625,0.07446614583333333,66.66616861979166,117.26671875,66.92029040103158,251.0,51.0,0.14563151041666667,0.12865559895833334
data\datasets\bell_dataset\no_strike\frame_000280 - Copy.jpg,0,0.43860026041666667,0.07046875,0.00443359375,0.3271988932291667,89.81288736979167,131.24801432291667,53.172019259426236,214.0,72.0,0.040960286458333335,0.29124348958333335
data\datasets\bell_dataset\no_strike\frame_000320 - Copy.jpg,0,0.008271484375,0.0006673177083333333,0.00029947916666666664,0.0036311848958333333,60.93425130208333,115.531484375,64.21796095123335,251.0,51.0,0.13007161458333333,0.026048177083333332
data\datasets\bell_dataset\no_strike\frame_000330 - Copy.jpg,0,0.022744140625,0.0014029947916666668,0.0013020833333333333,0.013919270833333334,60.28170572916667,121.80720377604166,62.232003816501596,251.0,58.0,0.08264973958333334,0.042874348958333336
data\datasets\bell_dataset\no_strike\frame_000340 - Copy.jpg,0,0.0539453125,0.0029069010416666666,0.0016048177083333333,0.016551106770833334,59.316669921875,122.74526692708334,62.63473571088154,251.0,57.0,0.08932291666666667,0.058795572916666664
data\datasets\bell_dataset\no_strike\frame_000350 - Copy.jpg,0,0.09786783854166667,0.0020279947916666667,0.0016959635416666666,0.023113606770833333,59.73671223958333,117.61530924479166,64.73396352151742,251.0,53.0,0.12149739583333333,0.10035807291666667
data\datasets\bell_dataset\no_strike\frame_000360 - Copy.jpg,0,0.158271484375,0.0032975260416666665,0.0030891927083333335,0.07947591145833334,61.050009765625,117.11603190104167,63.99749041514428,251.0,52.0,0.123984375,0.09459309895833333
data\datasets\bell_dataset\no_strike\frame_000410 - Copy.jpg,0,0.2967578125,0.0812109375,0.0005631510416666667,0.2636588541666667,99.07565104166666,79.62447265625,62.57856495409666,196.0,26.0,0.49900716145833335,0.33138671875
data\datasets\bell_dataset\no_strike\frame_000420 - Copy.jpg,0,0.269833984375,0.00016276041666666666,0.0002766927083333333,0.27081217447916667,89.41696614583333,112.65234700520833,48.874046106680396,171.0,60.0,0.080078125,0.2199609375
data\datasets\bell_dataset\no_strike\frame_000430 - Copy.jpg,0,0.081650390625,0.017493489583333334,0.003186848958333333,0.08968587239583334,69.89389322916666,140.2475,52.48011274124069,212.0,80.0,0.025514322916666665,0.06208333333333333
data\datasets\bell_dataset\no_strike\frame_000440 - Copy.jpg,0,0.08377604166666666,0.013587239583333334,0.0011360677083333333,0.08661946614583334,72.20515299479166,137.18924153645833,64.53423927305828,250.0,65.0,0.05607747395833333,0.10168619791666667
data\datasets\bell_dataset\no_strike\frame_000450 - Copy.jpg,0,0.14847330729166666,0.009567057291666667,0.0026236979166666665,0.14301432291666666,80.453623046875,129.7813671875,65.72922620537899,251.0,56.0,0.09377604166666667,0.18708658854166665
data\datasets\bell_dataset\no_strike\frame_000460 - Copy.jpg,0,0.15517578125,0.011829427083333333,0.005494791666666667,0.13005045572916665,80.00490234375,130.40482421875,63.00279242247122,251.0,58.0,0.07810221354166667,0.22148763020833334
data\datasets\bell_dataset\no_strike\frame_000470 - Copy.jpg,0,0.17694986979166666,0.015478515625,0.0030794270833333333,0.12110514322916667,79.14101888020834,125.33120442708334,63.19493746603294,249.0,55.0,0.10219401041666666,0.22204752604166667
data\datasets\bell_dataset\no_strike\frame_000480 - Copy.jpg,0,0.146787109375,0.025729166666666668,0.005126953125,0.0939404296875,67.186396484375,129.82476888020832,58.989997831707576,240.0,65.0,0.060638020833333334,0.08384440104166667
data\datasets\bell_dataset\no_strike\frame_000490 - Copy.jpg,0,0.12970703125,0.0032779947916666665,0.0034700520833333332,0.0903857421875,65.54116861979166,123.49568033854166,62.347777550247194,251.0,59.0,0.07934895833333333,0.10728190104166667
data\datasets\bell_dataset\no_strike\frame_000500 - Copy.jpg,0,0.2252734375,0.010611979166666667,0.003916015625,0.09598307291666666,78.44817057291667,127.35113932291667,62.0785026941599,250.0,59.0,0.077822265625,0.19165364583333333
data\datasets\bell_dataset\no_strike\frame_000510 - Copy.jpg,0,0.20105794270833333,0.015999348958333333,0.0035514322916666667,0.18890950520833333,76.754736328125,124.19140625,67.29963073629165,251.0,54.0,0.10962890625,0.18689127604166667
data\datasets\bell_dataset\no_strike\frame_000520 - Copy.jpg,0,0.6131217447916667,0.033977864583333336,0.005657552083333333,0.46187662760416665,117.77954752604167,112.14643229166667,43.435820819229455,168.0,61.0,0.07251627604166666,0.49199544270833334
data\datasets\bell_dataset\no_strike\frame_000550 - Copy.jpg,0,0.004541015625,0.00021484375,0.00024739583333333335,0.0020393880208333334,62.26194010416667,121.11552083333333,63.26932892849477,251.0,58.0,0.08651041666666667,0.028408203125
data\datasets\bell_dataset\no_strike\frame_000560 - Copy.jpg,0,0.026761067708333332,0.0012630208333333332,0.000966796875,0.015257161458333333,60.96224934895833,115.167685546875,63.40649578496863,251.0,52.0,0.12327799479166666,0.05004557291666667
data\datasets\bell_dataset\no_strike\frame_000580 - Copy.jpg,0,0.4630208333333333,0.22521809895833333,0.0013541666666666667,0.46727864583333334,82.51420247395833,130.66262369791667,73.79418507001388,250.0,46.0,0.16888346354166667,0.23824544270833334
data\datasets\bell_dataset\no_strike\frame_000590 - Copy.jpg,0,0.062106119791666664,0.015830078125,0.0007942708333333334,0.06314778645833333,67.00222981770834,134.31262044270832,65.00299186500195,251.0,63.0,0.061438802083333334,0.06291666666666666
data\datasets\bell_dataset\no_strike\frame_000600 - Copy.jpg,0,0.09359049479166667,0.008404947916666667,0.0024381510416666666,0.08988606770833334,79.029189453125,116.22691731770833,58.99751619122663,209.0,54.0,0.11058268229166666,0.13887044270833335
data\datasets\bell_dataset\no_strike\frame_000610 - Copy.jpg,0,0.16115559895833334,0.03790364583333333,0.0038541666666666668,0.13888020833333334,79.42184895833333,141.92180989583332,62.13095209251339,251.0,66.0,0.05621744791666667,0.14799479166666665
data\datasets\bell_dataset\no_strike\frame_000620 - Copy.jpg,0,0.12852213541666666,0.016298828125,0.0028255208333333335,0.12326497395833333,73.43017903645833,123.65071940104167,66.90328411662041,250.0,54.0,0.112529296875,0.15980794270833334
data\datasets\bell_dataset\no_strike\frame_000630 - Copy.jpg,0,0.372763671875,0.011643880208333334,0.0027376302083333332,0.25127278645833334,91.40776692708333,116.13972005208333,49.46719500793308,171.0,63.0,0.07044921875,0.27810221354166664
data\datasets\bell_dataset\no_strike\frame_000660 - Copy.jpg,0,0.05978190104166667,0.024895833333333332,0.0020703125,0.060615234375,74.7144140625,89.626259765625,67.14501245658161,228.0,32.0,0.42828125,0.06802408854166667
data\datasets\bell_dataset\no_strike\frame_000670 - Copy.jpg,0,0.008323567708333333,0.0004915364583333333,0.000400390625,0.0034765625,60.697018229166666,123.56724609375,62.59216279893428,251.0,58.0,0.08831380208333334,0.026539713541666666
data\datasets\bell_dataset\no_strike\frame_000680 - Copy.jpg,0,0.028258463541666667,0.0013834635416666667,0.0013346354166666667,0.01453125,62.58787434895833,124.66551432291666,61.26461252826199,251.0,60.0,0.07230143229166666,0.05330078125
data\datasets\bell_dataset\no_strike\frame_000690 - Copy.jpg,0,0.08167643229166667,0.00185546875,0.0015201822916666666,0.023059895833333333,59.254085286458334,124.92780598958333,62.770927081912504,251.0,59.0,0.07825846354166667,0.06263997395833333
data\datasets\bell_dataset\no_strike\frame_000700 - Copy.jpg,0,0.12173177083333334,0.002861328125,0.00212890625,0.06280110677083334,60.84322591145833,119.79265625,63.58207409789468,251.0,55.0,0.102138671875,0.08452473958333333
data\datasets\bell_dataset\no_strike\frame_000710 - Copy.jpg,0,0.15734700520833333,0.00359375,0.003427734375,0.109638671875,61.49068359375,119.13167643229167,62.824889961598586,251.0,54.0,0.10712239583333333,0.08890299479166666
data\datasets\bell_dataset\no_strike\frame_000720 - Copy.jpg,0,0.20017578125,0.017574869791666666,0.004908854166666666,0.18220540364583335,62.2023828125,118.47921223958333,62.872568428828856,249.0,52.0,0.12326822916666667,0.10026041666666667
data\datasets\bell_dataset\no_strike\frame_000780 - Copy.jpg,0,0.15878255208333333,0.044524739583333334,0.0,0.16679850260416668,100.8500390625,74.41728515625,64.38825389996124,194.0,22.0,0.5337467447916666,0.29486653645833333
data\datasets\bell_dataset\no_strike\frame_000790 - Copy.jpg,0,0.2760872395833333,0.0,2.604166666666667e-05,0.28653645833333335,91.81013997395833,110.12194986979166,48.25943986861413,170.0,59.0,0.0820703125,0.20917317708333333
data\datasets\bell_dataset\no_strike\frame_000800 - Copy.jpg,0,0.13364583333333332,0.0025423177083333335,0.0012467447916666666,0.13570149739583334,77.135791015625,136.67123372395832,51.15714150466624,200.0,81.0,0.033678385416666665,0.07645182291666666
data\datasets\bell_dataset\no_strike\frame_000810 - Copy.jpg,0,0.04634765625,0.014886067708333334,0.000546875,0.04794921875,68.65394856770833,140.162822265625,62.10650501212634,251.0,71.0,0.03564453125,0.05790690104166667
data\datasets\bell_dataset\no_strike\frame_000820 - Copy.jpg,0,0.17052734375,0.014977213541666666,0.00197265625,0.169443359375,82.843466796875,133.2686328125,65.12847138025515,250.10000000003492,60.0,0.07211263020833333,0.1732421875
data\datasets\bell_dataset\no_strike\frame_000830 - Copy.jpg,0,0.16273111979166666,0.014016927083333333,0.004241536458333334,0.15439290364583333,83.06059895833333,127.15345052083333,64.260965857086,251.0,55.0,0.105654296875,0.22682291666666668
data\datasets\bell_dataset\no_strike\frame_000840 - Copy.jpg,0,0.17061197916666668,0.012890625,0.0030891927083333335,0.11835774739583334,81.08754231770833,129.383447265625,62.954826180511716,251.0,61.0,0.06267252604166666,0.21639973958333333
data\datasets\bell_dataset\no_strike\frame_000850 - Copy.jpg,0,0.166748046875,0.014427083333333333,0.005247395833333333,0.08270670572916666,71.46013671875,110.769580078125,56.483748029191794,194.0,54.0,0.10911458333333333,0.15684895833333334
data\datasets\bell_dataset\no_strike\frame_000860 - Copy.jpg,0,0.5806477864583334,0.24631184895833333,0.005517578125,0.5868929036458334,89.862119140625,157.76543619791667,57.62407282451712,251.0,81.0,0.019560546875,0.322587890625
data\datasets\bell_dataset\no_strike\frame_000890 - Copy.jpg,0,0.016471354166666667,0.004384765625,0.00042643229166666665,0.012745768229166666,64.938642578125,109.293916015625,64.17203306401059,243.0,47.0,0.19435221354166668,0.026276041666666666
data\datasets\bell_dataset\no_strike\frame_000900 - Copy.jpg,0,0.012373046875,0.0008626302083333333,0.0007454427083333333,0.0044482421875,60.367418619791664,126.85916341145834,62.45454585951986,251.0,61.0,0.06984375,0.027688802083333332
data\datasets\bell_dataset\no_strike\frame_000910 - Copy.jpg,0,0.031279296875,0.001845703125,0.0013541666666666667,0.015782877604166665,60.942353515625,123.49068359375,61.063020440262434,248.0,59.0,0.079482421875,0.053313802083333334
data\datasets\bell_dataset\no_strike\frame_000920 - Copy.jpg,0,0.07788411458333333,0.00271484375,0.0016243489583333333,0.0303515625,61.05596028645834,122.722685546875,62.104535537465345,250.0,58.0,0.08395833333333333,0.07164713541666666
data\datasets\bell_dataset\no_strike\frame_000930 - Copy.jpg,0,0.14228841145833335,0.004065755208333333,0.0025716145833333333,0.101318359375,59.13286458333334,120.6730078125,63.516495995995506,251.0,55.0,0.10412434895833333,0.06509114583333334
data\datasets\bell_dataset\no_strike\frame_000960 - Copy.jpg,0,0.2495703125,0.0002734375,0.0006412760416666666,0.24711751302083335,97.27968098958333,71.99353515625,34.94690881995686,117.0,38.0,0.41769205729166664,0.2898990885416667
data\datasets\bell_dataset\no_strike\frame_000970 - Copy.jpg,0,0.129892578125,0.01646484375,0.001982421875,0.13143880208333333,76.9340234375,141.22433268229167,63.65183555081724,251.0,69.0,0.044560546875,0.12373697916666666
data\datasets\bell_dataset\no_strike\frame_000980 - Copy.jpg,0,0.12835286458333334,0.013567708333333333,0.0017513020833333332,0.122138671875,79.26370768229167,128.68930013020832,65.27383533639802,251.0,57.0,0.085263671875,0.14948567708333332
data\datasets\bell_dataset\no_strike\frame_000990 - Copy.jpg,0,0.4419661458333333,0.029755859375,0.0037239583333333335,0.40738118489583336,99.68620442708334,119.11640625,55.137846236553294,195.0,57.0,0.08975911458333333,0.37378255208333333
data\datasets\bell_dataset\no_strike\frame_001010 - Copy.jpg,0,0.021497395833333332,0.0012076822916666666,0.0010481770833333333,0.0142919921875,62.4399609375,120.69747721354166,61.818118163034384,250.0,57.0,0.08745442708333333,0.056520182291666665
data\datasets\bell_dataset\no_strike\frame_001020 - Copy.jpg,0,0.06355794270833333,0.0017578125,0.0016796875,0.025589192708333333,60.736155598958334,124.46237630208333,62.08339546134246,251.0,59.0,0.07768880208333333,0.065146484375
data\datasets\bell_dataset\no_strike\frame_001030 - Copy.jpg,0,0.091552734375,0.0019954427083333334,0.0015201822916666666,0.0233642578125,61.14962890625,117.81745442708333,64.30430577275438,251.0,53.0,0.114052734375,0.088193359375
data\datasets\bell_dataset\no_strike\frame_001040 - Copy.jpg,0,0.16767903645833335,0.011337890625,0.0036263020833333334,0.1268896484375,61.01811848958334,116.794619140625,63.78455264868781,251.0,51.0,0.13331705729166668,0.07642252604166666
data\datasets\bell_dataset\no_strike\frame_001080 - Copy.jpg,0,0.14271158854166666,0.000576171875,0.00013020833333333333,0.08459147135416667,113.50084635416667,50.12292317708334,27.85731187297814,85.0,23.0,0.6895084635416666,0.4371256510416667
data\datasets\bell_dataset\no_strike\frame_001090 - Copy.jpg,0,0.03543294270833333,0.026217447916666668,0.0013932291666666667,0.0278125,66.24868815104166,146.66717122395832,57.817612525118996,249.0,80.0,0.025530598958333334,0.037057291666666665
data\datasets\bell_dataset\no_strike\frame_001100 - Copy.jpg,0,0.12276041666666666,0.015875651041666668,0.0019303385416666666,0.12556477864583335,79.32265625,136.59491861979166,62.10756515360897,251.0,66.0,0.04173828125,0.117041015625
data\datasets\bell_dataset\no_strike\frame_001110 - Copy.jpg,0,0.12564127604166667,0.013323567708333333,0.00181640625,0.11961588541666666,81.027880859375,129.26558919270835,63.25255079268945,251.0,59.0,0.066630859375,0.16202473958333333
data\datasets\bell_dataset\no_strike\frame_001120 - Copy.jpg,0,0.051875,0.011009114583333333,0.002942708333333333,0.023597005208333334,65.06401041666666,118.09659830729167,60.180146943030444,223.0,55.0,0.10197916666666666,0.08464518229166666
data\datasets\bell_dataset\no_strike\frame_001130 - Copy.jpg,0,0.49662109375,0.12191080729166667,0.002620442708333333,0.37788736979166665,103.49070963541666,123.73134765625,43.127983370615816,183.0,71.0,0.032197265625,0.37077473958333335
data\datasets\bell_dataset\no_strike\frame_001140 - Copy.jpg,0,0.276533203125,0.19496744791666668,0.0029524739583333334,0.3057779947916667,52.8796875,178.21231770833333,63.427416219029276,251.0,88.0,0.013141276041666667,0.0438671875
data\datasets\bell_dataset\no_strike\frame_001180 - Copy.jpg,0,0.0081640625,0.0023177083333333335,0.0005859375,0.003505859375,61.12935546875,116.57809895833333,64.92753252650058,251.0,51.0,0.12795572916666667,0.021878255208333332
data\datasets\bell_dataset\no_strike\frame_001190 - Copy.jpg,0,0.018971354166666666,0.0011979166666666666,0.0014127604166666668,0.0132958984375,62.580823567708336,120.511953125,63.319897254913506,251.0,56.0,0.09404296875,0.05218424479166667
data\datasets\bell_dataset\no_strike\frame_001200 - Copy.jpg,0,0.051806640625,0.00216796875,0.0020963541666666665,0.017509765625,60.876966145833336,121.075185546875,63.85979628968122,251.0,56.0,0.09593424479166666,0.06347005208333334
data\datasets\bell_dataset\no_strike\frame_001210 - Copy.jpg,0,0.07797526041666666,0.0029134114583333334,0.0018001302083333333,0.019895833333333335,60.542438151041665,121.761533203125,62.923961160626874,251.0,57.0,0.0899609375,0.08509765625
data\datasets\bell_dataset\no_strike\frame_001220 - Copy.jpg,0,0.0956640625,0.0026236979166666665,0.002679036458333333,0.022306315104166665,61.298961588541665,119.56170247395833,64.67491661098637,251.0,55.0,0.10776041666666666,0.10530598958333333
data\datasets\bell_dataset\no_strike\frame_001230 - Copy.jpg,0,0.13569661458333335,0.004280598958333334,0.0031770833333333334,0.09404622395833333,64.51183268229167,117.04660481770833,62.108875699220114,249.0,55.0,0.10381184895833333,0.110927734375
data\datasets\bell_dataset\no_strike\frame_001240 - Copy.jpg,0,0.16151041666666666,0.004814453125,0.005179036458333334,0.10871907552083333,63.14427734375,118.6871875,63.38502416947432,251.0,54.0,0.106572265625,0.10288411458333334
data\datasets\bell_dataset\no_strike\frame_001250 - Copy.jpg,0,0.18225260416666667,0.011572265625,0.0028971354166666668,0.15654622395833334,60.303984375,117.60059895833334,64.04033089711578,251.0,51.0,0.12723958333333332,0.07963541666666667
data\datasets\bell_dataset\no_strike\frame_001260 - Copy.jpg,0,0.25844401041666665,0.077939453125,0.0047265625,0.2700732421875,64.68788411458333,130.34890299479167,67.04470194592511,251.0,58.0,0.08465169270833334,0.052109375
data\datasets\bell_dataset\no_strike\frame_001270 - Copy.jpg,0,0.12412109375,0.005078125,0.0029264322916666666,0.07691569010416667,67.21208658854167,128.21548502604168,64.26282308954319,251.0,61.0,0.05560546875,0.11753255208333334
data\datasets\bell_dataset\no_strike\frame_001280 - Copy.jpg,0,0.10163736979166667,0.004306640625,0.0024446614583333334,0.021746419270833334,70.548291015625,118.34720703125,66.30323534783165,251.0,53.0,0.1271484375,0.17496744791666666
data\datasets\bell_dataset\no_strike\frame_001290 - Copy.jpg,0,0.6971126302083334,0.182412109375,0.0009765625,0.6812044270833333,91.888017578125,120.760400390625,59.98610166913232,208.0,46.0,0.16346028645833333,0.22115885416666667
data\datasets\bell_dataset\no_strike\frame_001300 - Copy.jpg,0,0.30481119791666667,0.00013020833333333333,0.00029622395833333334,0.29793131510416665,106.00433268229166,77.37616536458333,38.1289358915595,129.0,43.0,0.402958984375,0.386689453125
data\datasets\bell_dataset\no_strike\frame_001310 - Copy.jpg,0,0.0,0.0,0.0,0.0,66.177255859375,139.3837109375,61.83424488206509,251.0,72.0,0.018151041666666666,0.013938802083333333
data\datasets\bell_dataset\no_strike\frame_001320 - Copy.jpg,0,0.000966796875,0.000205078125,0.00012044270833333334,0.0008463541666666667,65.991875,120.72614908854166,65.59118078838611,251.0,56.0,0.09893880208333333,0.022897135416666665
data\datasets\bell_dataset\no_strike\frame_001330 - Copy.jpg,0,0.164658203125,0.012815755208333333,0.0019401041666666666,0.15700520833333334,88.44141276041667,117.512099609375,58.99996201407211,206.0,53.0,0.124462890625,0.241474609375
data\datasets\bell_dataset\no_strike\frame_001340 - Copy.jpg,0,0.030729166666666665,0.0015201822916666666,0.0018326822916666667,0.016012369791666668,63.17692708333333,122.26608072916666,63.9493184275458,251.0,57.0,0.08958984375,0.08023111979166667
data\datasets\bell_dataset\no_strike\frame_001350 - Copy.jpg,0,0.06948893229166667,0.001376953125,0.0006998697916666667,0.03526041666666667,65.00779296875,117.30934895833333,61.27962670885117,248.0,56.0,0.09814127604166667,0.09326171875
data\datasets\bell_dataset\no_strike\frame_001360 - Copy.jpg,0,0.10978190104166667,0.006520182291666667,0.0035026041666666665,0.04962890625,62.09451497395833,124.12470703125,64.4620768902967,251.0,57.0,0.08849283854166666,0.08819661458333333
data\datasets\bell_dataset\no_strike\frame_001380 - Copy.jpg,0,0.0017578125,0.00019856770833333334,9.440104166666666e-05,0.0012890625,65.39256184895834,118.12431640625,63.74679118651362,251.0,55.0,0.10716796875,0.036376953125
data\datasets\bell_dataset\no_strike\frame_001390 - Copy.jpg,0,0.011975911458333334,0.0005208333333333333,0.0010123697916666666,0.00474609375,59.42552083333333,118.68649088541666,63.961042371131974,251.0,52.0,0.1213671875,0.049326171875
